Protein IDs	id	Intensity S01_F	Intensity S04_M	Intensity S05_F	Intensity S15_M	Intensity S187_F	Intensity S188_F	Intensity S205_M	Intensity S209_M	Intensity S49_F	Intensity S52_F	Intensity S54_M	Intensity S57_M	Intensity S58_F	Intensity S96_F	hgnc_symbol	description
P15559	740	35.102901765159295	32.08954701926961	31.8119173774802	29.005710032076678	25.651299626074028	22.30750420799226	23.91156550639454	22.86370325564101	25.056723700646465	27.74534976054121	32.02498613371213	22.664109134470348	32.993277273984795	27.462950029840485	NQO1	NAD(P)H quinone dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:2874]
P15880	741	26.789549564451747	23.72858154716032	30.868206508326743	30.584413542326153	25.94055735255143	22.30750420799226	31.696440160060266	27.0296006522847	29.04270423955888	29.709645698859532	29.126325423746422	26.376169383035677	31.849686420355948	22.958315379554094	RPS2	ribosomal protein S2 [Source:HGNC Symbol;Acc:HGNC:10404]
P15924	742	35.385996393840045	35.63341648185808	34.59223304678545	36.828090191549144	36.611598371652384	29.091439906102565	30.55727741238864	29.75493580937041	32.595571332210675	29.75493580937041	27.645814086990296	31.819550702382628	30.662887600349237	35.014216611677156	DSP	desmoplakin [Source:HGNC Symbol;Acc:HGNC:3052]
P15927	743	27.997657759781948	28.868206508326743	27.06085158626914	29.777058620268548	28.34942108421007	25.772031803193716	29.570004483314644	26.519533558206852	29.65266775803136	30.602224818442615	30.55727741238864	29.537048087385845	28.925922006183033	27.856381072929956	RPA2	replication protein A2 [Source:HGNC Symbol;Acc:HGNC:10290]
P16070	744	32.105245705627595	29.584413542326153	28.33244800560636	27.26248544743879	22.501425847129276	27.48615742100181	33.28967027676502	22.86370325564101	27.050509642047682	29.994963650612682	27.74534976054121	22.664109134470348	28.198355110019076	27.808085515889175	CD44	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]
P16083	745	33.775097103935266	32.591118566204045	33.69436583182241	32.09270045230848	30.160387259820055	29.12139312820419	32.21349859627962	31.49667064768449	31.96085579629242	32.96945865446668	32.81000271888347	30.671349179097433	32.84408371412657	28.040093026102344	NQO2	N-ribosyldihydronicotinamide:quinone reductase 2 [Source:HGNC Symbol;Acc:HGNC:7856]
P16144	747	27.58978005207597	23.504458237744757	23.038653795137268	24.310080192577903	22.501425847129276	22.30750420799226	27.6997528941011	22.86370325564101	23.060311375179584	24.98032788124403	23.826202128285704	22.664109134470348	25.33756092900001	22.958315379554094	ITGB4	integrin subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:6158]
P16152	748	23.938220268912346	23.598325161208976	23.95635261585214	28.419408603147225	25.651299626074028	22.30750420799226	29.609288210965182	26.408922095958733	27.423421665653848	30.704707776043865	28.931568569324174	27.73246846924448	29.230776587711453	25.821528768982816	CBR1	carbonyl reductase 1 [Source:HGNC Symbol;Acc:HGNC:1548]
P16219	750	33.330312261262364	33.3033452136621	33.36984062544901	31.303345213662098	29.275864477239992	28.844457905554137	32.236490238905844	30.808085515889175	30.932976763716983	32.27030495189809	32.53426743434214	30.4531690090479	30.56637961949589	32.13613971357338	ACADS	acyl-CoA dehydrogenase short chain [Source:HGNC Symbol;Acc:HGNC:90]
P16278	751	33.14831442751948	31.823352272542483	30.904548355390464	29.514651336827107	22.501425847129276	26.056723700646465	29.462950029840485	24.620867729860066	28.524025606592254	30.830925492247285	30.815739088432608	25.555084310814724	30.96085579629242	28.451204822167387	GLB1	galactosidase beta 1 [Source:HGNC Symbol;Acc:HGNC:4298]
P16298	753	34.906341637213515	34.197476578555275	34.5754247590989	32.97117308727793	32.261925286282114	30.26472391963479	33.40831477326364	31.737312441475794	32.55041287109083	33.95046419044582	34.730242868151	32.41084359957438	33.58665201452215	33.2336362418507	PPP3CB	protein phosphatase 3 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9315]
P16452	754	25.936069961559117	23.598325161208976	23.95635261585214	30.61981887845735	22.501425847129276	23.73892349138178	26.88576487971105	25.156534934324448	23.060311375179584	28.013717610678047	26.82638633263212	24.51050728241756	27.423421665653848	24.28912057394226	EPB42	erythrocyte membrane protein band 4.2 [Source:HGNC Symbol;Acc:HGNC:3381]
P16519	756	25.51050728241756	27.29789078356999	25.60399391129567	26.39917411940717	27.06085158626914	23.789549564451747	23.91156550639454	25.999809430636994	27.188956412016825	27.019031410574513	27.77077235742112	25.347732734057303	26.632008287465265	26.38112994393741	PCSK2	proprotein convertase subtilisin/kexin type 2 [Source:HGNC Symbol;Acc:HGNC:8744]
P16520	757	26.838459164932694	26.24081753014079	27.6250555268235	26.535936469217923	22.501425847129276	22.30750420799226	26.659489023887375	22.86370325564101	23.060311375179584	26.814211618686016	27.679761418913635	25.354474311936357	25.978146935944505	22.958315379554094	GNB3	G protein subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:4400]
P16870	759	31.26472391963479	31.52495969211591	32.18127462629388	30.932976763716983	30.26472391963479	26.6997528941011	31.61981887845735	30.219280948873624	30.830925492247285	31.477498338409642	32.80424344959478	29.62331208849545	31.06085158626914	27.693119801768653	CPE	carboxypeptidase E [Source:HGNC Symbol;Acc:HGNC:2303]
P16949	2303	23.938220268912346	23.598325161208976	27.65266775803136	24.632008287465265	25.54627841343938	22.30750420799226	25.476919214146474	28.024325710244028	28.638927701405056	30.073675626626724	26.97596268868263	27.937193118518053	24.270984902432993	26.850431806598767	STMN1	stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]
P16989	1455	26.535936469217923	25.91797950457622	23.95635261585214	28.850431806598767	22.501425847129276	26.964991570861624	26.376169383035677	25.72858154716032	23.060311375179584	24.828808994898974	26.659489023887375	22.664109134470348	27.88576487971105	25.659489023887375	YBX3	Y-box binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2428]
P17050	760	29.5986801113992	29.040093026102344	28.962235705571114	28.188956412016825	22.501425847129276	24.799465033316828	28.370360421902436	22.86370325564101	26.433007714483047	27.970487558616476	28.275864477239992	22.664109134470348	28.160387259820055	22.958315379554094	NAGA	alpha-N-acetylgalactosaminidase [Source:HGNC Symbol;Acc:HGNC:7631]
P17066	761	32.948724955707284	32.40070158915376	33.45806780846074	32.7088238845161	31.230776587711453	30.932976763716983	33.2336362418507	32.02828372381271	32.823352272542486	33.9848156952366	32.71906306902093	31.602224818442615	32.82903591104607	32.43837200711982	HSPA6	heat shock protein family A (Hsp70) member 6 [Source:HGNC Symbol;Acc:HGNC:5239]
P17301	764	29.65437610049372	28.20303159722855	28.874083074663414	28.65266775803136	22.501425847129276	22.30750420799226	30.63720095668559	22.86370325564101	28.696440160060266	31.819550702382628	28.280296723555253	22.664109134470348	28.33671003246052	22.958315379554094	ITGA2	integrin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6137]
P17405	766	28.773918912737983	28.12139312820419	28.579026995779095	25.12139312820419	22.501425847129276	23.857567987880397	28.447268407608217	23.876427015131714	25.12139312820419	28.212339339454775	28.248981183089043	24.455130525381186	26.06907209307411	26.95393638235263	SMPD1	sphingomyelin phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:11120]
P17600	767	33.78487812472785	34.48231535470742	34.89735285398626	33.89735285398626	33.057627685394856	29.26472391963479	33.176824149630725	33.316891745500044	33.78487812472785	34.8090444358586	34.46416800799716	33.76524931797891	33.94174697334471	32.635039615396124	SYN1	synapsin I [Source:HGNC Symbol;Acc:HGNC:11494]
P17612	768	23.938220268912346	23.598325161208976	26.40080336299183	29.811151818936956	29.143456863870178	28.024325710244028	27.986851004825365	29.527758325468586	28.568193189867824	29.994963650612682	28.90884849282409	29.81878918479256	24.270984902432993	28.447268407608217	PRKACA	protein kinase cAMP-activated catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9380]
P17655	769	34.22647645027783	33.316891745500044	33.58665201452215	32.65437610049372	30.575424759098897	31.123861383794942	34.45806780846074	31.242181350983703	32.3383050520159	33.35678447262356	33.924152913329976	31.49667064768449	33.330312261262364	32.92768893235722	CAPN2	calpain 2 [Source:HGNC Symbol;Acc:HGNC:1479]
P17677	770	29.708001601768906	28.527758325468586	29.897352853986263	26.632008287465265	28.632008287465265	26.08942073846591	28.280296723555253	30.932976763716983	30.08638667837628	30.548117413103164	28.423421665653848	29.96774218187766	25.48615742100181	26.290878886214617	GAP43	growth associated protein 43 [Source:HGNC Symbol;Acc:HGNC:4140]
P17812	771	23.938220268912346	26.266065337714593	28.917410506327514	27.071119921722968	24.712928282848832	26.436188961727726	29.824870100184736	25.945030829130737	30.29789078356999	30.047912530561643	23.826202128285704	22.664109134470348	24.270984902432993	27.11147765933911	CTPS1	CTP synthase 1 [Source:HGNC Symbol;Acc:HGNC:2519]
P17844	2286	26.445690829494882	23.598325161208976	23.95635261585214	29.11644391223246	27.43936320952287	27.462950029840485	29.67303555572532	28.2714185722088	29.587993432601955	31.64151394955667	28.216970788186423	27.777058620268548	28.829414025329687	28.811151818936956	DDX5	DEAD-box helicase 5 [Source:HGNC Symbol;Acc:HGNC:2746]
P17858	772	28.0296006522847	29.683112628413273	31.864521461518887	32.031573793746894	30.981417118774736	31.303345213662098	32.92238164847778	30.491901403536616	32.47749833840964	33.63070719460009	29.52589317324902	31.602224818442615	30.136139713573378	30.584413542326153	PFKL	phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]
P17900	773	30.123861383794942	28.74534976054121	28.628536095558463	25.8456546663369	22.661534566771103	22.30750420799226	32.67766295302964	22.86370325564101	26.081315688828855	25.91797950457622	27.575424759098897	22.664109134470348	30.253496664211536	21.40431626242367	GM2A	GM2 ganglioside activator [Source:HGNC Symbol;Acc:HGNC:4367]
P17931	774	34.190134603214105	32.80231857267029	32.259121213405415	32.26751713452647	26.82638633263212	25.04843232701507	33.4457894786823	29.721102214294532	29.60399391129567	31.80424344959478	33.28967027676502	30.160387259820055	32.70264530958697	30.808085515889175	LGALS3	galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563]
P17980	776	26.377824799213737	29.548117413103164	23.857567987880397	31.31958585466931	26.39917411940717	29.378651795533827	29.78175540696995	29.39917411940717	28.5314814115113	29.584413542326153	27.019031410574513	29.981417118774736	28.903112123274948	22.958315379554094	PSMC3	proteasome 26S subunit, ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9549]
P17987	777	26.801933288907577	29.95393638235263	29.994963650612682	32.335645705565405	31.64151394955667	29.842960557167633	32.524959692115914	31.32495902676816	32.71906306902093	33.78487812472785	31.253496664211536	32.018368254947625	31.362021120989706	31.403243783716217	TCP1	t-complex 1 [Source:HGNC Symbol;Acc:HGNC:11655]
P18124	781	27.914562144018483	23.598325161208976	30.97459585291872	30.26472391963479	26.72598443567428	22.30750420799226	31.1663860004415	27.040093026102344	28.582620260503102	28.914562144018483	29.8339436838102	28.411348833353273	31.19013460321411	22.958315379554094	RPL7	ribosomal protein L7 [Source:HGNC Symbol;Acc:HGNC:10363]
P18206	782	32.48471784492272	31.377617976040725	31.387922984432464	33.56410944587106	26.874083074663414	28.693119801768653	31.96430309791089	29.26919047131668	30.56637961949589	32.375030181551566	31.68812489184826	29.881395280083286	32.08004515150245	29.86230590688706	VCL	vinculin [Source:HGNC Symbol;Acc:HGNC:12665]
P18428	783	23.07633284379611	23.598325161208976	23.598325161208976	28.435394307319925	22.501425847129276	22.30750420799226	25.455130525381186	22.86370325564101	23.060311375179584	22.5674622325639	28.773918912737983	22.664109134470348	26.874083074663414	22.958315379554094	LBP	lipopolysaccharide binding protein [Source:HGNC Symbol;Acc:HGNC:6517]
P18621	784	23.938220268912346	23.598325161208976	28.29789078356999	27.6250555268235	22.501425847129276	22.30750420799226	29.300075030831866	25.79203482784134	26.067021353509347	25.989018841508074	27.61806909650739	25.81909384006576	29.113962922728703	22.958315379554094	RPL17	ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:10307]
P19022	786	28.77077235742112	23.598325161208976	27.33244800560636	26.751747531739362	22.501425847129276	22.30750420799226	28.94558903963911	27.071119921722968	28.362021120989706	28.716203414881694	27.758117056615088	27.169973308649254	24.467621469564385	22.958315379554094	CDH2	cadherin 2 [Source:HGNC Symbol;Acc:HGNC:1759]
P19174	789	28.86230590688706	31.154363472192284	32.95393638235263	31.340959505461875	30.76919650249558	29.86673361892787	32.61981887845735	31.548117413103164	31.991588923832026	33.395603721514085	31.584413542326153	30.96774218187766	30.800391124099175	31.08004515150245	PLCG1	phospholipase C gamma 1 [Source:HGNC Symbol;Acc:HGNC:9065]
P19338	790	23.938220268912346	23.598325161208976	23.95635261585214	29.5986801113992	25.645814086990296	22.30750420799226	29.172359901486132	26.575424759098897	28.235349317501278	28.679761418913635	23.826202128285704	27.88576487971105	26.86230590688706	22.958315379554094	NCL	nucleolin [Source:HGNC Symbol;Acc:HGNC:7667]
P19367	791	28.542593366631525	29.0659948895451	31.230776587711453	29.071119921722968	27.39917411940717	26.49838372333507	30.172359901486132	32.425924172857016	31.712928282848832	31.26472391963479	29.466843945944976	30.136139713573378	28.5314814115113	28.226189318215802	HK1	hexokinase 1 [Source:HGNC Symbol;Acc:HGNC:4922]
P19404	792	28.997657759781948	26.942795824747428	28.136139713573378	27.937193118518053	22.501425847129276	22.30750420799226	29.248981183089043	22.86370325564101	26.169973308649254	26.931568569324174	27.306608000671098	26.95393638235263	27.13124091416054	26.942795824747428	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2 [Source:HGNC Symbol;Acc:HGNC:7717]
P19623	796	33.03813150976906	32.105245705627595	31.67556143038435	31.247850101070394	30.160387259820055	27.462950029840485	31.628536095558463	31.35678447262356	30.645814086990296	32.359405172782694	32.69020820634875	31.286919665748986	31.242181350983703	30.184234001774424	SRM	spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296]
P19827	801	23.938220268912346	23.249060777861118	25.49838372333507	27.315272861798228	22.501425847129276	22.30750420799226	25.29614100162003	22.86370325564101	23.060311375179584	25.00624525561867	23.88576487971105	22.664109134470348	25.06085158626914	25.04843232701507	ITIH1	inter-alpha-trypsin inhibitor heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:6166]
P20020	804	30.671349179097433	29.708001601768906	31.08004515150245	30.123861383794942	26.751747531739362	22.857378147095744	30.61104866882962	27.216970788186423	29.659489023887375	29.61981887845735	29.42942040627529	27.903112123274948	28.91170814696333	27.997657759781948	ATP2B1	ATPase plasma membrane Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:814]
P20073	807	33.74534976054121	31.981417118774736	31.067277855428575	31.154363472192284	27.141021934953123	26.897352853986263	31.80424344959478	32.13001361077654	27.6997528941011	30.340959505461875	31.753342551294743	28.98413662012833	31.679761418913635	28.466843945944976	ANXA7	annexin A7 [Source:HGNC Symbol;Acc:HGNC:545]
P20336	808	33.5754247590989	33.89735285398626	33.66288760034924	33.879205507276005	32.359405172782694	30.123861383794942	34.09898671515591	32.92238164847778	33.70470777604387	34.558418333793206	34.636120690786456	33.316891745500044	33.35678447262356	32.53194612243202	RAB3A	RAB3A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9777]
P20339	811	27.169973308649254	23.598325161208976	25.513522320172992	25.938315401764758	24.691789515790685	24.733761786266	27.462950029840485	22.86370325564101	25.394275319994332	27.29789078356999	27.06085158626914	24.89504269329906	24.270984902432993	22.958315379554094	RAB5A	RAB5A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9783]
P20340	812	29.098986715155913	29.568193189867824	28.160387259820055	30.882853284291144	29.193663414694353	29.317430969965635	30.94698362171086	29.777058620268548	30.462950029840485	31.021680988988464	30.808085515889175	30.136139713573378	29.248981183089043	29.38071721469961	RAB6A	RAB6A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9786]
P20618	813	31.692288516789798	32.015047896656014	30.602224818442615	31.53426743434214	28.761291304410232	26.90884849282409	31.31958585466931	29.02696559211673	31.130013610776537	32.11458357020693	32.40070158915376	30.538898883073784	28.60045355359042	29.798847309033835	PSMB1	proteasome 20S subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537]
P20702	816	29.2714185722088	28.970487558616476	26.52103246228027	23.86067190273852	22.501425847129276	24.246265094980462	29.141021934953123	22.86370325564101	23.060311375179584	26.73892349138178	27.568193189867824	22.664109134470348	26.801933288907577	22.958315379554094	ITGAX	integrin subunit alpha X [Source:HGNC Symbol;Acc:HGNC:6152]
P20742	817	27.188956412016825	27.34942108421007	27.516531070045332	26.751747531739362	22.501425847129276	25.23169229389319	23.91156550639454	22.86370325564101	25.659489023887375	29.808085515889175	23.826202128285704	21.648120554373467	28.386895789628735	22.958315379554094	PZP	PZP alpha-2-macroglobulin like [Source:HGNC Symbol;Acc:HGNC:9750]
P20774	818	23.938220268912346	27.3661967969609	28.0659948895451	30.737312441475794	22.501425847129276	22.30750420799226	26.16614652910874	22.86370325564101	23.060311375179584	29.26472391963479	30.351528747172065	25.5314814115113	29.26919047131668	22.958315379554094	OGN	osteoglycin [Source:HGNC Symbol;Acc:HGNC:8126]
P20810	819	23.938220268912346	26.712928282848832	23.95635261585214	28.357833324026274	22.501425847129276	23.323885992102934	28.3661967969609	22.86370325564101	22.808232847433995	27.820311818222432	27.081315688828855	21.388374718554648	25.555084310814724	22.958315379554094	CAST	calpastatin [Source:HGNC Symbol;Acc:HGNC:1515]
P20916	821	35.12617154448214	34.018368254947625	33.64151394955667	31.925922006183033	24.890411244567414	26.198355110019076	30.06085158626914	26.964991570861624	28.693119801768653	30.575424759098897	33.75533384911383	22.664109134470348	32.712928282848836	29.063425529932967	MAG	myelin associated glycoprotein [Source:HGNC Symbol;Acc:HGNC:6783]
P20962	824	27.72598443567428	23.749191826835606	27.50142417765512	28.874083074663414	22.501425847129276	22.30750420799226	28.758117056615088	27.645814086990296	27.47846302921181	28.357833324026274	28.579026995779095	27.914562144018483	26.850431806598767	22.958315379554094	PTMS	parathymosin [Source:HGNC Symbol;Acc:HGNC:9629]
P21108	1342	32.955669349577086	32.46051098438907	33.20623791139803	32.14528036742985	30.860826977961146	27.87993580090885	33.161889284985286	31.834697246136493	31.45806780846074	33.16937604304731	33.164888652055	30.918832581396714	31.900955090666457	31.922381648477785	PRPS1L1	phosphoribosyl pyrophosphate synthetase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:9463]
P21266	825	29.138582889501706	23.598325161208976	23.95635261585214	29.317430969965635	27.39100018796147	22.30750420799226	30.413368000989927	24.528503711711405	28.423421665653848	29.96774218187766	29.55362038878055	28.275864477239992	29.56637961949589	24.40405634078692	GSTM3	glutathione S-transferase mu 3 [Source:HGNC Symbol;Acc:HGNC:4635]
P21283	827	29.160387259820055	31.423421665653848	31.001689513800997	30.63720095668559	29.286919665748986	28.17949608276776	29.72598443567428	31.172359901486132	30.55727741238864	31.94698362171086	30.875548483667913	30.696440160060266	24.270984902432993	29.88430981651066	ATP6V1C1	ATPase H+ transporting V1 subunit C1 [Source:HGNC Symbol;Acc:HGNC:856]
P21291	828	30.39304801661033	30.372437736935044	30.230776587711453	29.507107816158705	27.323885992102934	27.88576487971105	31.259121213405415	28.74534976054121	30.047912530561643	31.40831477326364	29.751747531739362	28.808085515889175	29.527758325468586	29.939997191394756	CSRP1	cysteine and glycine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2469]
P21333	829	34.075270646182105	33.10055401030287	32.86452146151889	35.93955941410695	32.06727785542857	33.73529609587729	34.36332731849033	33.95912905157295	32.66500765222361	35.681333267670055	34.50616209666178	32.3383050520159	33.95912905157295	34.01005298673562	FLNA	filamin A [Source:HGNC Symbol;Acc:HGNC:3754]
P21397	830	30.95393638235263	28.838459164932694	25.733761786266	28.451204822167387	22.501425847129276	22.30750420799226	31.201863895796215	22.86370325564101	25.569642406504894	26.292635058118496	28.832435377304922	22.664109134470348	30.11147765933911	27.925922006183033	MAOA	monoamine oxidase A [Source:HGNC Symbol;Acc:HGNC:6833]
P21399	831	31.76919650249558	29.169973308649254	30.330312261262367	26.814211618686016	29.32173752552436	22.30750420799226	29.614563153005857	22.86370325564101	24.936069961559117	28.184234001774424	29.216970788186423	25.7695118112152	28.997657759781948	26.61806909650739	ACO1	aconitase 1 [Source:HGNC Symbol;Acc:HGNC:117]
P21589	833	29.091439906102565	26.897352853986263	27.431414456407378	28.150737089786336	22.501425847129276	22.30750420799226	29.529621069485774	22.86370325564101	23.060311375179584	25.354474311936357	22.90128086551028	22.664109134470348	27.081315688828855	24.789549564451747	NT5E	5'-nucleotidase ecto [Source:HGNC Symbol;Acc:HGNC:8021]
P21695	834	32.09270045230848	31.136139713573378	30.97459585291872	31.372437736935044	25.08942073846591	26.57398134222923	27.357833324026274	27.216970788186423	32.070480287466914	33.8422112997938	31.792655475319567	31.001689513800997	29.562745625028153	26.659489023887375	GPD1	glycerol-3-phosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4455]
P21796	835	28.72598443567428	26.142970206742646	27.447268407608217	30.413368000989927	22.501425847129276	22.30750420799226	33.09270045230848	22.86370325564101	26.931568569324174	29.04270423955888	29.29789078356999	27.508997397359924	30.61104866882962	28.28912057394226	VDAC1	voltage dependent anion channel 1 [Source:HGNC Symbol;Acc:HGNC:12669]
P21912	837	28.568193189867824	23.598325161208976	28.549954071582782	28.764458583488917	22.501425847129276	22.30750420799226	29.684785318503128	22.86370325564101	23.060311375179584	24.400790945083088	27.795754713978454	23.620867729860066	28.942795824747428	22.958315379554094	SDHB	succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681]
P21926	838	33.60884776063635	30.939997191394756	31.918832581396714	30.172359901486132	27.712928282848832	22.30750420799226	31.95393638235263	22.86370325564101	23.060311375179584	30.443321223091555	31.33564570556541	22.664109134470348	31.247850101070394	27.74534976054121	CD9	CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]
P21953	839	23.938220268912346	23.718164931214982	24.61526502363069	27.964991570861624	22.501425847129276	22.30750420799226	26.45199081785062	22.86370325564101	23.455130525381186	27.832435377304922	23.857567987880397	22.664109134470348	24.270984902432993	25.202097511704892	BCKDHB	branched chain keto acid dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:987]
P21964	840	26.13124091416054	23.598325161208976	23.95635261585214	28.614563153005857	22.501425847129276	26.499904751457922	30.904548355390464	26.38771760397217	28.841461653094218	29.881395280083286	29.063425529932967	27.071119921722968	24.270984902432993	26.115452028356405	COMT	catechol-O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:2228]
P21980	841	30.11147765933911	23.598325161208976	30.671349179097433	29.80961948205271	28.719471128715604	27.33244800560636	28.65266775803136	32.01171987893826	31.201863895796215	29.994963650612682	27.964991570861624	30.372437736935044	29.260243496652123	28.462950029840485	TGM2	transglutaminase 2 [Source:HGNC Symbol;Acc:HGNC:11778]
P22061	842	32.281402660781424	31.900955090666457	32.216392669548796	31.602224818442615	28.986851004825365	28.141021934953123	31.650101445393396	30.482315354707417	31.32495902676816	32.48711634097124	32.761291304410236	30.91170814696333	31.628536095558463	29.362021120989706	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:8728]
P22102	844	23.938220268912346	23.598325161208976	23.95635261585214	24.46138951585287	26.133202430493824	24.26069216561574	25.543331129389045	22.86370325564101	27.188956412016825	27.040093026102344	23.826202128285704	25.836052667225598	24.270984902432993	22.958315379554094	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]
P22234	845	29.891570501392255	26.90884849282409	28.709645698859532	27.67303555572532	22.501425847129276	22.30750420799226	27.071119921722968	27.850431806598767	23.060311375179584	26.418604649356073	27.73246846924448	27.666278189550013	27.58978005207597	22.958315379554094	PAICS	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase [Source:HGNC Symbol;Acc:HGNC:8587]
P22304	846	32.41336800098993	30.74534976054121	31.94698362171086	28.582620260503102	25.82638633263212	22.30750420799226	28.09647549599986	22.86370325564101	26.777058620268548	29.076226812156058	30.242181350983703	24.534452978042594	27.686456071487644	22.958315379554094	IDS	iduronate 2-sulfatase [Source:HGNC Symbol;Acc:HGNC:5389]
P22314	847	32.860826977961146	32.30606471501569	30.098986715155913	35.350211818700075	34.01005298673562	33.50616209666178	34.760300102007186	34.4457894786823	35.350211818700075	35.497265696173386	34.69436583182241	34.51206269810147	34.13766718331997	33.68394921587707	UBA1	ubiquitin like modifier activating enzyme 1 [Source:HGNC Symbol;Acc:HGNC:12469]
P22612	851	23.938220268912346	23.598325161208976	23.95635261585214	28.431414456407378	27.33244800560636	22.30750420799226	27.34942108421007	22.86370325564101	26.325602464691958	28.193663414694353	27.856381072929956	25.58405506424234	26.508997397359924	33.58665201452215	PRKACG	protein kinase cAMP-activated catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9382]
P22626	852	23.938220268912346	23.598325161208976	23.95635261585214	31.142239913109794	27.986851004825365	26.20583023058122	28.962235705571114	26.26427650296478	27.26248544743879	29.24445152460853	25.12139312820419	27.638927701405056	27.019031410574513	25.310080192577903	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1 [Source:HGNC Symbol;Acc:HGNC:5033]
P22694	854	23.938220268912346	26.518033095210562	23.95635261585214	31.26472391963479	31.28140266078142	28.378651795533827	26.60399391129567	32.08004515150245	31.60664348970962	31.717021037482716	30.286919665748986	32.160387259820055	25.20955331662394	27.340959505461875	PRKACB	protein kinase cAMP-activated catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9381]
P22735	856	25.683781937189316	26.273198578654085	28.310946936395435	28.850431806598767	27.493810993545246	24.010519910718997	23.91156550639454	22.86370325564101	30.06085158626914	24.400790945083088	23.826202128285704	23.171363740376293	25.754298717268693	26.95393638235263	TGM1	transglutaminase 1 [Source:HGNC Symbol;Acc:HGNC:11777]
P22792	857	27.560925189403783	29.193663414694353	29.0296006522847	29.143456863870178	22.501425847129276	26.23169229389319	28.33671003246052	26.543331129389045	26.101493570766486	27.97596268868263	28.212339339454775	25.235349317501278	29.872616175664756	26.575424759098897	CPN2	carboxypeptidase N subunit 2 [Source:HGNC Symbol;Acc:HGNC:2313]
P22830	858	23.938220268912346	25.741497435045606	27.216970788186423	27.188956412016825	22.501425847129276	22.30750420799226	23.91156550639454	22.86370325564101	24.852814457909762	26.67303555572532	25.831227595701616	27.777058620268548	24.270984902432993	22.958315379554094	FECH	ferrochelatase [Source:HGNC Symbol;Acc:HGNC:3647]
P23109	1516	26.986851004825365	26.342655796122774	23.148659663139693	26.6997528941011	22.595550703080168	24.48615742100181	27.832435377304922	24.779565475879124	27.524025606592254	26.31181315980236	25.397543033828242	24.620867729860066	24.270984902432993	22.958315379554094	AMPD1	adenosine monophosphate deaminase 1 [Source:HGNC Symbol;Acc:HGNC:468]
P23246	862	23.938220268912346	29.838459164932694	23.95635261585214	28.45904557538457	22.501425847129276	25.595482411440152	27.97596268868263	26.90884849282409	28.56456376646713	30.679761418913635	30.777058620268548	23.931568569324174	28.582620260503102	27.226189318215802	SFPQ	splicing factor proline and glutamine rich [Source:HGNC Symbol;Acc:HGNC:10774]
P23297	864	31.890121284755185	28.87993580090885	30.61981887845735	29.609288210965182	27.423421665653848	26.493810993545246	30.136139713573378	27.59690448650935	31.117682808865816	32.63720095668559	29.128785262434228	22.664109134470348	28.076226812156058	28.370360421902436	S100A1	S100 calcium binding protein A1 [Source:HGNC Symbol;Acc:HGNC:10486]
